"id","team","year","tablename","value"
8155,"Drake",2022,"Predictive Power Rating","6.8"
8156,"S Carolina",2022,"Predictive Power Rating","6.2"
8157,"Grd Canyon",2022,"Predictive Power Rating","4.9"
8158,"Colgate",2022,"Predictive Power Rating","4.9"
8159,"NC State",2022,"Predictive Power Rating","4.3"
8160,"W Kentucky",2022,"Predictive Power Rating","4.2"
8161,"Nevada",2022,"Predictive Power Rating","4.1"
8162,"Akron",2022,"Predictive Power Rating","3.5"
8163,"Nebraska",2022,"Predictive Power Rating","3.3"
8164,"St Peters",2022,"Predictive Power Rating","2.4"
8165,"Morehead St",2022,"Predictive Power Rating","2.2"
8166,"Wagner",2022,"Predictive Power Rating","2.0"
8167,"Montana St",2022,"Predictive Power Rating","1.9"
8168,"Yale",2022,"Predictive Power Rating","1.8"
8169,"Oakland",2022,"Predictive Power Rating","0.7"
8170,"Longwood",2022,"Predictive Power Rating","0.7"
8171,"Col Charlestn",2022,"Predictive Power Rating","0.6"
8172,"New Mexico",2022,"Predictive Power Rating","-0.9"
8173,"Lg Beach St",2022,"Predictive Power Rating","-0.9"
8174,"James Mad",2022,"Predictive Power Rating","-1.7"
8175,"Samford",2022,"Predictive Power Rating","-3.0"
8176,"Howard",2022,"Predictive Power Rating","-4.8"
8177,"Duquesne",2022,"Predictive Power Rating","-5.3"
8178,"Stetson",2022,"Predictive Power Rating","-7.6"
8179,"McNeese St",2022,"Predictive Power Rating","-9.2"
8180,"Grambling St",2022,"Predictive Power Rating","-9.9"
8181,"Tennessee",2022,"Strength of Schedule Power Rating","12.0"
8182,"Baylor",2022,"Strength of Schedule Power Rating","11.6"
8183,"Kentucky",2022,"Strength of Schedule Power Rating","11.6"
8184,"Kansas",2022,"Strength of Schedule Power Rating","11.6"
8185,"Texas Tech",2022,"Strength of Schedule Power Rating","11.4"
8186,"Illinois",2022,"Strength of Schedule Power Rating","11.2"
8187,"Purdue",2022,"Strength of Schedule Power Rating","11.1"
8188,"Alabama",2022,"Strength of Schedule Power Rating","11.1"
8189,"Texas",2022,"Strength of Schedule Power Rating","10.7"
8190,"Wisconsin",2022,"Strength of Schedule Power Rating","10.3"
8191,"Gonzaga",2022,"Strength of Schedule Power Rating","10.3"
8192,"Arizona",2022,"Strength of Schedule Power Rating","10.1"
8193,"Auburn",2022,"Strength of Schedule Power Rating","9.8"
8194,"Connecticut",2022,"Strength of Schedule Power Rating","9.6"
8195,"Duke",2022,"Strength of Schedule Power Rating","9.3"
8196,"Marquette",2022,"Strength of Schedule Power Rating","9.2"
8197,"Iowa St",2022,"Strength of Schedule Power Rating","9.0"
8198,"N Carolina",2022,"Strength of Schedule Power Rating","8.6"
8199,"Creighton",2022,"Strength of Schedule Power Rating","8.4"
8200,"Florida",2022,"Strength of Schedule Power Rating","8.4"
8201,"Northwestern",2022,"Strength of Schedule Power Rating","8.3"
8202,"St Marys",2022,"Strength of Schedule Power Rating","7.7"
8203,"Texas A&M",2022,"Strength of Schedule Power Rating","7.7"
8204,"Oregon",2022,"Strength of Schedule Power Rating","7.4"
8205,"Houston",2022,"Strength of Schedule Power Rating","7.3"
8206,"Virginia",2022,"Strength of Schedule Power Rating","7.2"
8207,"Nebraska",2022,"Strength of Schedule Power Rating","7.1"
8208,"S Carolina",2022,"Strength of Schedule Power Rating","7.0"
8209,"Clemson",2022,"Strength of Schedule Power Rating","6.9"
8210,"Colorado",2022,"Strength of Schedule Power Rating","6.8"
8211,"San Diego St",2022,"Strength of Schedule Power Rating","6.2"
8212,"Wash State",2022,"Strength of Schedule Power Rating","6.1"
8213,"NC State",2022,"Strength of Schedule Power Rating","5.9"
8214,"BYU",2022,"Strength of Schedule Power Rating","5.6"
8215,"Boise St",2022,"Strength of Schedule Power Rating","5.2"
8216,"Colorado St",2022,"Strength of Schedule Power Rating","5.0"
8217,"Nevada",2022,"Strength of Schedule Power Rating","4.5"
8218,"Dayton",2022,"Strength of Schedule Power Rating","3.8"
8219,"Drake",2022,"Strength of Schedule Power Rating","2.2"
8220,"UAB",2022,"Strength of Schedule Power Rating","1.7"
8221,"New Mexico",2022,"Strength of Schedule Power Rating","1.5"
8222,"Duquesne",2022,"Strength of Schedule Power Rating","0.9"
8223,"W Kentucky",2022,"Strength of Schedule Power Rating","0.6"
8224,"Col Charlestn",2022,"Strength of Schedule Power Rating","-0.1"
8225,"S Dakota St",2022,"Strength of Schedule Power Rating","-0.4"
8226,"Yale",2022,"Strength of Schedule Power Rating","-0.7"
8227,"Lg Beach St",2022,"Strength of Schedule Power Rating","-0.9"
8228,"St Peters",2022,"Strength of Schedule Power Rating","-1.1"
8229,"Grd Canyon",2022,"Strength of Schedule Power Rating","-1.2"
8230,"Vermont",2022,"Strength of Schedule Power Rating","-1.3"
8231,"James Mad",2022,"Strength of Schedule Power Rating","-1.4"
8232,"Morehead St",2022,"Strength of Schedule Power Rating","-1.5"
8233,"Oakland",2022,"Strength of Schedule Power Rating","-1.5"
8234,"Akron",2022,"Strength of Schedule Power Rating","-1.8"
8235,"Colgate",2022,"Strength of Schedule Power Rating","-2.3"
8236,"Samford",2022,"Strength of Schedule Power Rating","-2.4"
8237,"Montana St",2022,"Strength of Schedule Power Rating","-3.2"
8238,"Wagner",2022,"Strength of Schedule Power Rating","-3.8"
8239,"Stetson",2022,"Strength of Schedule Power Rating","-5.1"
8240,"Longwood",2022,"Strength of Schedule Power Rating","-5.7"
8241,"Grambling St",2022,"Strength of Schedule Power Rating","-6.7"
8242,"Howard",2022,"Strength of Schedule Power Rating","-7.4"
8243,"McNeese St",2022,"Strength of Schedule Power Rating","-7.4"
8244,"Kansas",2022,"Last 5 Games Power Rating","23.0"
8245,"Texas A&M",2022,"Last 5 Games Power Rating","22.9"
8246,"Houston",2022,"Last 5 Games Power Rating","21.6"
8247,"Gonzaga",2022,"Last 5 Games Power Rating","21.1"
8248,"Arizona",2022,"Last 5 Games Power Rating","19.8"
8249,"N Carolina",2022,"Last 5 Games Power Rating","19.4"
8250,"Tennessee",2022,"Last 5 Games Power Rating","19.2"
8251,"Baylor",2022,"Last 5 Games Power Rating","18.1"
8252,"Texas Tech",2022,"Last 5 Games Power Rating","17.8"
8253,"Creighton",2022,"Last 5 Games Power Rating","17.6"
8254,"Vermont",2022,"Last 5 Games Power Rating","16.4"
8255,"St Marys",2022,"Last 5 Games Power Rating","16.3"
8256,"Nebraska",2022,"Last 5 Games Power Rating","16.3"
8257,"Kentucky",2022,"Last 5 Games Power Rating","16.0"
8258,"Auburn",2022,"Last 5 Games Power Rating","15.9"
8259,"Purdue",2022,"Last 5 Games Power Rating","15.0"
8260,"Connecticut",2022,"Last 5 Games Power Rating","14.9"
8261,"Colorado",2022,"Last 5 Games Power Rating","14.9"
8262,"Illinois",2022,"Last 5 Games Power Rating","14.8"
8263,"Colorado St",2022,"Last 5 Games Power Rating","12.6"
8264,"Duke",2022,"Last 5 Games Power Rating","12.3"
8265,"Texas",2022,"Last 5 Games Power Rating","12.2"
8266,"BYU",2022,"Last 5 Games Power Rating","12.1"
8267,"UAB",2022,"Last 5 Games Power Rating","11.8"
8268,"Clemson",2022,"Last 5 Games Power Rating","11.5"
8269,"St Peters",2022,"Last 5 Games Power Rating","11.2"
8270,"Wash State",2022,"Last 5 Games Power Rating","11.0"
8271,"Wisconsin",2022,"Last 5 Games Power Rating","10.7"
8272,"Akron",2022,"Last 5 Games Power Rating","10.5"
8273,"Boise St",2022,"Last 5 Games Power Rating","10.2"
8274,"San Diego St",2022,"Last 5 Games Power Rating","10.2"
8275,"Florida",2022,"Last 5 Games Power Rating","10.0"
8276,"Alabama",2022,"Last 5 Games Power Rating","9.4"
8277,"Grd Canyon",2022,"Last 5 Games Power Rating","9.3"
8278,"S Dakota St",2022,"Last 5 Games Power Rating","8.8"
8279,"Drake",2022,"Last 5 Games Power Rating","8.2"
8280,"Morehead St",2022,"Last 5 Games Power Rating","7.3"
8281,"Marquette",2022,"Last 5 Games Power Rating","7.2"
8282,"Colgate",2022,"Last 5 Games Power Rating","7.1"
8283,"Virginia",2022,"Last 5 Games Power Rating","6.5"
8284,"Dayton",2022,"Last 5 Games Power Rating","6.2"
8285,"Nevada",2022,"Last 5 Games Power Rating","5.7"
8286,"Montana St",2022,"Last 5 Games Power Rating","5.5"
8287,"Longwood",2022,"Last 5 Games Power Rating","5.5"
8288,"Col Charlestn",2022,"Last 5 Games Power Rating","5.4"
8289,"S Carolina",2022,"Last 5 Games Power Rating","3.9"
8290,"Iowa St",2022,"Last 5 Games Power Rating","3.5"
8291,"W Kentucky",2022,"Last 5 Games Power Rating","3.3"
8292,"Northwestern",2022,"Last 5 Games Power Rating","2.6"
8293,"Oregon",2022,"Last 5 Games Power Rating","2.3"
8294,"Samford",2022,"Last 5 Games Power Rating","1.5"
8295,"Yale",2022,"Last 5 Games Power Rating","0.9"
8296,"Lg Beach St",2022,"Last 5 Games Power Rating","0.9"
8297,"New Mexico",2022,"Last 5 Games Power Rating","-0.5"
8298,"Wagner",2022,"Last 5 Games Power Rating","-1.9"
8299,"NC State",2022,"Last 5 Games Power Rating","-3.4"
8300,"James Mad",2022,"Last 5 Games Power Rating","-7.7"
8301,"Oakland",2022,"Last 5 Games Power Rating","-8.0"
8302,"Duquesne",2022,"Last 5 Games Power Rating","-9.3"
8303,"Stetson",2022,"Last 5 Games Power Rating","-10.5"
8304,"Howard",2022,"Last 5 Games Power Rating","-11.0"
8305,"McNeese St",2022,"Last 5 Games Power Rating","-13.2"
8306,"Grambling St",2022,"Last 5 Games Power Rating","-14.5"
8307,"Gonzaga",2022,"Last 10 Games Power Rating","25.5"
8308,"Kansas",2022,"Last 10 Games Power Rating","20.5"
8309,"Texas Tech",2022,"Last 10 Games Power Rating","20.5"
8310,"Tennessee",2022,"Last 10 Games Power Rating","19.7"
8311,"Houston",2022,"Last 10 Games Power Rating","18.7"
8312,"Arizona",2022,"Last 10 Games Power Rating","18.2"
8313,"Kentucky",2022,"Last 10 Games Power Rating","17.5"
8314,"Baylor",2022,"Last 10 Games Power Rating","17.5"
8315,"Colorado",2022,"Last 10 Games Power Rating","17.0"
8316,"Duke",2022,"Last 10 Games Power Rating","16.6"
8317,"Texas A&M",2022,"Last 10 Games Power Rating","16.5"
8318,"N Carolina",2022,"Last 10 Games Power Rating","16.0"
8319,"Auburn",2022,"Last 10 Games Power Rating","15.6"
8320,"Connecticut",2022,"Last 10 Games Power Rating","15.3"
8321,"Illinois",2022,"Last 10 Games Power Rating","15.1"
8322,"San Diego St",2022,"Last 10 Games Power Rating","14.7"
8323,"St Marys",2022,"Last 10 Games Power Rating","14.6"
8324,"Purdue",2022,"Last 10 Games Power Rating","14.5"
8325,"Vermont",2022,"Last 10 Games Power Rating","14.4"
8326,"Texas",2022,"Last 10 Games Power Rating","14.1"
8327,"Creighton",2022,"Last 10 Games Power Rating","13.9"
8328,"Wisconsin",2022,"Last 10 Games Power Rating","13.2"
8329,"Boise St",2022,"Last 10 Games Power Rating","12.4"
8330,"Colorado St",2022,"Last 10 Games Power Rating","12.2"
8331,"Alabama",2022,"Last 10 Games Power Rating","11.6"
8332,"Virginia",2022,"Last 10 Games Power Rating","10.9"
8333,"Dayton",2022,"Last 10 Games Power Rating","10.8"
8334,"S Dakota St",2022,"Last 10 Games Power Rating","10.0"
8335,"Marquette",2022,"Last 10 Games Power Rating","9.6"
8336,"Florida",2022,"Last 10 Games Power Rating","9.4"
8337,"Wash State",2022,"Last 10 Games Power Rating","9.1"
8338,"UAB",2022,"Last 10 Games Power Rating","9.0"
8339,"Drake",2022,"Last 10 Games Power Rating","8.3"
8340,"St Peters",2022,"Last 10 Games Power Rating","7.7"
8341,"Clemson",2022,"Last 10 Games Power Rating","7.6"
8342,"Nebraska",2022,"Last 10 Games Power Rating","6.9"
8343,"Nevada",2022,"Last 10 Games Power Rating","6.8"
8344,"Akron",2022,"Last 10 Games Power Rating","6.2"
8345,"Northwestern",2022,"Last 10 Games Power Rating","5.9"
8346,"Iowa St",2022,"Last 10 Games Power Rating","5.8"
8347,"Colgate",2022,"Last 10 Games Power Rating","5.8"
8348,"S Carolina",2022,"Last 10 Games Power Rating","5.8"
8349,"Grd Canyon",2022,"Last 10 Games Power Rating","5.7"
8350,"W Kentucky",2022,"Last 10 Games Power Rating","5.3"
8351,"Morehead St",2022,"Last 10 Games Power Rating","4.8"
8352,"BYU",2022,"Last 10 Games Power Rating","4.7"
8353,"Oregon",2022,"Last 10 Games Power Rating","4.0"
8354,"Montana St",2022,"Last 10 Games Power Rating","3.3"
8355,"Col Charlestn",2022,"Last 10 Games Power Rating","2.3"
8356,"Lg Beach St",2022,"Last 10 Games Power Rating","2.1"
8357,"Yale",2022,"Last 10 Games Power Rating","2.0"
8358,"Longwood",2022,"Last 10 Games Power Rating","0.5"
8359,"Samford",2022,"Last 10 Games Power Rating","0.2"
8360,"New Mexico",2022,"Last 10 Games Power Rating","-0.9"
8361,"NC State",2022,"Last 10 Games Power Rating","-1.0"
8362,"Wagner",2022,"Last 10 Games Power Rating","-2.1"
8363,"James Mad",2022,"Last 10 Games Power Rating","-5.0"
8364,"Stetson",2022,"Last 10 Games Power Rating","-5.1"
8365,"Oakland",2022,"Last 10 Games Power Rating","-5.3"
8366,"Howard",2022,"Last 10 Games Power Rating","-7.0"
8367,"Grambling St",2022,"Last 10 Games Power Rating","-10.2"
8368,"McNeese St",2022,"Last 10 Games Power Rating","-11.0"
8369,"Duquesne",2022,"Last 10 Games Power Rating","-11.0"
8370,"Wisconsin",2022,"Luck Power Rating","5.8"
8371,"Samford",2022,"Luck Power Rating","5.8"
8372,"Colorado St",2022,"Luck Power Rating","4.2"
8373,"Lg Beach St",2022,"Luck Power Rating","4.1"
8374,"Iowa St",2022,"Luck Power Rating","3.7"
8375,"Montana St",2022,"Luck Power Rating","3.6"
8376,"S Carolina",2022,"Luck Power Rating","3.5"
8377,"Creighton",2022,"Luck Power Rating","3.3"
8378,"Boise St",2022,"Luck Power Rating","3.2"
8379,"S Dakota St",2022,"Luck Power Rating","2.7"
8380,"Longwood",2022,"Luck Power Rating","2.7"
8381,"Texas A&M",2022,"Luck Power Rating","2.2"
8382,"St Marys",2022,"Luck Power Rating","2.2"
8383,"Wagner",2022,"Luck Power Rating","1.9"
8384,"N Carolina",2022,"Luck Power Rating","1.8"
8385,"Arizona",2022,"Luck Power Rating","1.8"
8386,"Colorado",2022,"Luck Power Rating","1.6"
8387,"Tennessee",2022,"Luck Power Rating","1.5"
8388,"Kansas",2022,"Luck Power Rating","1.5"
8389,"Morehead St",2022,"Luck Power Rating","1.4"
8390,"Auburn",2022,"Luck Power Rating","1.4"
8391,"Marquette",2022,"Luck Power Rating","1.4"
8392,"BYU",2022,"Luck Power Rating","1.4"
8393,"Oakland",2022,"Luck Power Rating","1.3"
8394,"Drake",2022,"Luck Power Rating","1.3"
8395,"Akron",2022,"Luck Power Rating","1.2"
8396,"Purdue",2022,"Luck Power Rating","1.1"
8397,"Baylor",2022,"Luck Power Rating","1.1"
8398,"San Diego St",2022,"Luck Power Rating","1.1"
8399,"James Mad",2022,"Luck Power Rating","0.9"
8400,"Yale",2022,"Luck Power Rating","0.8"
8401,"Virginia",2022,"Luck Power Rating","0.7"
8402,"Grd Canyon",2022,"Luck Power Rating","0.6"
8403,"Duke",2022,"Luck Power Rating","0.6"
8404,"Col Charlestn",2022,"Luck Power Rating","0.1"
8405,"Texas Tech",2022,"Luck Power Rating","0.1"
8406,"St Peters",2022,"Luck Power Rating","0.0"
8407,"Kentucky",2022,"Luck Power Rating","0.0"
8408,"Vermont",2022,"Luck Power Rating","-0.1"
8409,"Dayton",2022,"Luck Power Rating","-0.1"
8410,"Grambling St",2022,"Luck Power Rating","-0.1"
8411,"New Mexico",2022,"Luck Power Rating","-0.1"
8412,"Illinois",2022,"Luck Power Rating","-0.3"
8413,"Connecticut",2022,"Luck Power Rating","-0.3"
8414,"Alabama",2022,"Luck Power Rating","-0.6"
8415,"UAB",2022,"Luck Power Rating","-0.7"
8416,"Gonzaga",2022,"Luck Power Rating","-0.8"
8417,"Texas",2022,"Luck Power Rating","-0.9"
8418,"Oregon",2022,"Luck Power Rating","-1.1"
8419,"Stetson",2022,"Luck Power Rating","-1.2"
8420,"Houston",2022,"Luck Power Rating","-1.2"
8421,"Howard",2022,"Luck Power Rating","-1.3"
8422,"Florida",2022,"Luck Power Rating","-1.3"
8423,"W Kentucky",2022,"Luck Power Rating","-1.3"
8424,"Northwestern",2022,"Luck Power Rating","-1.5"
8425,"Nebraska",2022,"Luck Power Rating","-1.5"
8426,"Nevada",2022,"Luck Power Rating","-2.0"
8427,"Clemson",2022,"Luck Power Rating","-2.3"
8428,"Duquesne",2022,"Luck Power Rating","-2.4"
8429,"Colgate",2022,"Luck Power Rating","-2.5"
8430,"NC State",2022,"Luck Power Rating","-3.0"
8431,"Wash State",2022,"Luck Power Rating","-3.3"
8432,"McNeese St",2022,"Luck Power Rating","-3.3"
8433,"Auburn",2022,"Consistency Power Rating","7.5"
8434,"McNeese St",2022,"Consistency Power Rating","8.2"
8435,"Texas",2022,"Consistency Power Rating","8.2"
8436,"St Marys",2022,"Consistency Power Rating","8.4"
8437,"Lg Beach St",2022,"Consistency Power Rating","8.4"
8438,"Connecticut",2022,"Consistency Power Rating","8.6"
8439,"Texas A&M",2022,"Consistency Power Rating","8.6"
8440,"UAB",2022,"Consistency Power Rating","8.7"
8441,"Montana St",2022,"Consistency Power Rating","8.8"
8442,"Boise St",2022,"Consistency Power Rating","8.9"
8443,"Colgate",2022,"Consistency Power Rating","9.0"
8444,"Drake",2022,"Consistency Power Rating","9.1"
8445,"Northwestern",2022,"Consistency Power Rating","9.2"
8446,"Grambling St",2022,"Consistency Power Rating","9.2"
8447,"Morehead St",2022,"Consistency Power Rating","9.2"
8448,"NC State",2022,"Consistency Power Rating","9.3"
8449,"New Mexico",2022,"Consistency Power Rating","9.5"
8450,"Wisconsin",2022,"Consistency Power Rating","9.5"
8451,"Florida",2022,"Consistency Power Rating","9.5"
8452,"Samford",2022,"Consistency Power Rating","9.5"
8453,"San Diego St",2022,"Consistency Power Rating","9.5"
8454,"Clemson",2022,"Consistency Power Rating","9.6"
8455,"Col Charlestn",2022,"Consistency Power Rating","9.7"
8456,"Kansas",2022,"Consistency Power Rating","9.7"
8457,"S Carolina",2022,"Consistency Power Rating","9.7"
8458,"Baylor",2022,"Consistency Power Rating","9.8"
8459,"Vermont",2022,"Consistency Power Rating","9.8"
8460,"Virginia",2022,"Consistency Power Rating","9.9"
8461,"Grd Canyon",2022,"Consistency Power Rating","10.0"
8462,"Kentucky",2022,"Consistency Power Rating","10.0"
8463,"Tennessee",2022,"Consistency Power Rating","10.2"
8464,"Texas Tech",2022,"Consistency Power Rating","10.2"
8465,"Duquesne",2022,"Consistency Power Rating","10.2"
8466,"W Kentucky",2022,"Consistency Power Rating","10.2"
8467,"Yale",2022,"Consistency Power Rating","10.3"
8468,"BYU",2022,"Consistency Power Rating","10.4"
8469,"Purdue",2022,"Consistency Power Rating","10.4"
8470,"St Peters",2022,"Consistency Power Rating","10.4"
8471,"S Dakota St",2022,"Consistency Power Rating","10.4"
8472,"Marquette",2022,"Consistency Power Rating","10.5"
8473,"Duke",2022,"Consistency Power Rating","10.5"
8474,"Oakland",2022,"Consistency Power Rating","10.6"
8475,"Howard",2022,"Consistency Power Rating","10.6"
8476,"Arizona",2022,"Consistency Power Rating","10.6"
8477,"Houston",2022,"Consistency Power Rating","10.6"
8478,"Longwood",2022,"Consistency Power Rating","10.9"
8479,"Stetson",2022,"Consistency Power Rating","10.9"
8480,"James Mad",2022,"Consistency Power Rating","11.0"
8481,"Gonzaga",2022,"Consistency Power Rating","11.0"
8482,"Nebraska",2022,"Consistency Power Rating","11.1"
8483,"Alabama",2022,"Consistency Power Rating","11.2"
8484,"Wash State",2022,"Consistency Power Rating","11.2"
8485,"Colorado St",2022,"Consistency Power Rating","11.4"
8486,"Dayton",2022,"Consistency Power Rating","11.5"
8487,"Nevada",2022,"Consistency Power Rating","11.7"
8488,"Colorado",2022,"Consistency Power Rating","11.9"
8489,"Illinois",2022,"Consistency Power Rating","12.0"
8490,"Iowa St",2022,"Consistency Power Rating","12.3"
8491,"N Carolina",2022,"Consistency Power Rating","12.5"
8492,"Akron",2022,"Consistency Power Rating","12.6"
8493,"Creighton",2022,"Consistency Power Rating","12.8"
8494,"Wagner",2022,"Consistency Power Rating","12.9"
8495,"Oregon",2022,"Consistency Power Rating","13.2"
8496,"Colorado St",2022,"Vs. Teams 1-25 Power Rating","26.3"
8497,"Arizona",2022,"Vs. Teams 1-25 Power Rating","22.4"
8498,"Gonzaga",2022,"Vs. Teams 1-25 Power Rating","22.0"
8499,"Texas Tech",2022,"Vs. Teams 1-25 Power Rating","21.4"
8500,"Auburn",2022,"Vs. Teams 1-25 Power Rating","20.7"
8501,"Purdue",2022,"Vs. Teams 1-25 Power Rating","20.4"
8502,"Kentucky",2022,"Vs. Teams 1-25 Power Rating","20.2"
8503,"St Marys",2022,"Vs. Teams 1-25 Power Rating","18.9"
8504,"Baylor",2022,"Vs. Teams 1-25 Power Rating","18.5"
8505,"Wisconsin",2022,"Vs. Teams 1-25 Power Rating","18.4"
8506,"Dayton",2022,"Vs. Teams 1-25 Power Rating","18.3"
8507,"Kansas",2022,"Vs. Teams 1-25 Power Rating","18.1"
8508,"Duke",2022,"Vs. Teams 1-25 Power Rating","18.0"
8509,"Connecticut",2022,"Vs. Teams 1-25 Power Rating","17.0"
8510,"Akron",2022,"Vs. Teams 1-25 Power Rating","16.8"
8511,"Texas A&M",2022,"Vs. Teams 1-25 Power Rating","16.5"
8512,"Illinois",2022,"Vs. Teams 1-25 Power Rating","16.4"
8513,"Tennessee",2022,"Vs. Teams 1-25 Power Rating","15.1"
8514,"Alabama",2022,"Vs. Teams 1-25 Power Rating","14.9"
8515,"Creighton",2022,"Vs. Teams 1-25 Power Rating","14.5"
8516,"Marquette",2022,"Vs. Teams 1-25 Power Rating","14.3"
8517,"Iowa St",2022,"Vs. Teams 1-25 Power Rating","14.1"
8518,"N Carolina",2022,"Vs. Teams 1-25 Power Rating","12.5"
8519,"Texas",2022,"Vs. Teams 1-25 Power Rating","12.5"
8520,"Virginia",2022,"Vs. Teams 1-25 Power Rating","12.0"
8521,"San Diego St",2022,"Vs. Teams 1-25 Power Rating","12.0"
8522,"NC State",2022,"Vs. Teams 1-25 Power Rating","11.6"
8523,"Oregon",2022,"Vs. Teams 1-25 Power Rating","11.4"
8524,"Colorado",2022,"Vs. Teams 1-25 Power Rating","11.4"
8525,"Clemson",2022,"Vs. Teams 1-25 Power Rating","11.2"
8526,"Florida",2022,"Vs. Teams 1-25 Power Rating","8.6"
8527,"Houston",2022,"Vs. Teams 1-25 Power Rating","6.9"
8528,"Northwestern",2022,"Vs. Teams 1-25 Power Rating","6.0"
8529,"Wash State",2022,"Vs. Teams 1-25 Power Rating","5.9"
8530,"BYU",2022,"Vs. Teams 1-25 Power Rating","5.7"
8531,"Drake",2022,"Vs. Teams 1-25 Power Rating","5.1"
8532,"S Carolina",2022,"Vs. Teams 1-25 Power Rating","3.2"
8533,"Lg Beach St",2022,"Vs. Teams 1-25 Power Rating","2.9"
8534,"Howard",2022,"Vs. Teams 1-25 Power Rating","2.8"
8535,"S Dakota St",2022,"Vs. Teams 1-25 Power Rating","1.4"
8536,"Nebraska",2022,"Vs. Teams 1-25 Power Rating","1.1"
8537,"UAB",2022,"Vs. Teams 1-25 Power Rating","--"
8538,"Boise St",2022,"Vs. Teams 1-25 Power Rating","--"
8539,"Vermont",2022,"Vs. Teams 1-25 Power Rating","--"
8540,"Grd Canyon",2022,"Vs. Teams 1-25 Power Rating","--"
8541,"Colgate",2022,"Vs. Teams 1-25 Power Rating","--"
8542,"St Peters",2022,"Vs. Teams 1-25 Power Rating","--"
8543,"Wagner",2022,"Vs. Teams 1-25 Power Rating","--"
8544,"Montana St",2022,"Vs. Teams 1-25 Power Rating","--"
8545,"Col Charlestn",2022,"Vs. Teams 1-25 Power Rating","--"
8546,"New Mexico",2022,"Vs. Teams 1-25 Power Rating","--"
8547,"James Mad",2022,"Vs. Teams 1-25 Power Rating","--"
8548,"Samford",2022,"Vs. Teams 1-25 Power Rating","--"
8549,"Duquesne",2022,"Vs. Teams 1-25 Power Rating","--"
8550,"Stetson",2022,"Vs. Teams 1-25 Power Rating","--"
8551,"Morehead St",2022,"Vs. Teams 1-25 Power Rating","-1.1"
8552,"W Kentucky",2022,"Vs. Teams 1-25 Power Rating","-3.1"
8553,"Nevada",2022,"Vs. Teams 1-25 Power Rating","-4.1"
8554,"Yale",2022,"Vs. Teams 1-25 Power Rating","-5.1"
8555,"Grambling St",2022,"Vs. Teams 1-25 Power Rating","-7.2"
8556,"Oakland",2022,"Vs. Teams 1-25 Power Rating","-9.6"
8557,"Longwood",2022,"Vs. Teams 1-25 Power Rating","-11.5"
8558,"McNeese St",2022,"Vs. Teams 1-25 Power Rating","-20.2"
8559,"Gonzaga",2022,"Vs. Teams 26-50 Power Rating","27.2"
8560,"Arizona",2022,"Vs. Teams 26-50 Power Rating","26.8"
8561,"Kentucky",2022,"Vs. Teams 26-50 Power Rating","23.5"
8562,"Tennessee",2022,"Vs. Teams 26-50 Power Rating","22.2"
8563,"Auburn",2022,"Vs. Teams 26-50 Power Rating","20.2"
8564,"Kansas",2022,"Vs. Teams 26-50 Power Rating","20.0"
8565,"Duke",2022,"Vs. Teams 26-50 Power Rating","19.9"
8566,"Baylor",2022,"Vs. Teams 26-50 Power Rating","18.8"
8567,"Illinois",2022,"Vs. Teams 26-50 Power Rating","18.7"
8568,"Texas Tech",2022,"Vs. Teams 26-50 Power Rating","18.7"
8569,"Houston",2022,"Vs. Teams 26-50 Power Rating","17.0"
8570,"Marquette",2022,"Vs. Teams 26-50 Power Rating","16.2"
8571,"Texas",2022,"Vs. Teams 26-50 Power Rating","16.2"
8572,"Drake",2022,"Vs. Teams 26-50 Power Rating","16.0"
8573,"Boise St",2022,"Vs. Teams 26-50 Power Rating","15.7"
8574,"Connecticut",2022,"Vs. Teams 26-50 Power Rating","15.0"
8575,"Grd Canyon",2022,"Vs. Teams 26-50 Power Rating","14.2"
8576,"Wisconsin",2022,"Vs. Teams 26-50 Power Rating","14.0"
8577,"Oregon",2022,"Vs. Teams 26-50 Power Rating","13.9"
8578,"Purdue",2022,"Vs. Teams 26-50 Power Rating","13.9"
8579,"S Dakota St",2022,"Vs. Teams 26-50 Power Rating","13.9"
8580,"Florida",2022,"Vs. Teams 26-50 Power Rating","12.7"
8581,"Creighton",2022,"Vs. Teams 26-50 Power Rating","12.4"
8582,"St Marys",2022,"Vs. Teams 26-50 Power Rating","11.9"
8583,"Alabama",2022,"Vs. Teams 26-50 Power Rating","11.4"
8584,"UAB",2022,"Vs. Teams 26-50 Power Rating","11.2"
8585,"Iowa St",2022,"Vs. Teams 26-50 Power Rating","11.1"
8586,"Northwestern",2022,"Vs. Teams 26-50 Power Rating","10.2"
8587,"Texas A&M",2022,"Vs. Teams 26-50 Power Rating","10.1"
8588,"Oakland",2022,"Vs. Teams 26-50 Power Rating","9.0"
8589,"Wash State",2022,"Vs. Teams 26-50 Power Rating","7.6"
8590,"BYU",2022,"Vs. Teams 26-50 Power Rating","7.6"
8591,"Colorado St",2022,"Vs. Teams 26-50 Power Rating","7.5"
8592,"S Carolina",2022,"Vs. Teams 26-50 Power Rating","7.3"
8593,"Nevada",2022,"Vs. Teams 26-50 Power Rating","7.3"
8594,"Virginia",2022,"Vs. Teams 26-50 Power Rating","6.8"
8595,"Dayton",2022,"Vs. Teams 26-50 Power Rating","6.2"
8596,"Nebraska",2022,"Vs. Teams 26-50 Power Rating","6.0"
